종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
057680,티사이언티픽,KOSDAQ,중견기업부,1648,-27,-1.61,1718,1919,1581,8654129,15046961349,1.11038E+11,67377638
204610,티쓰리,KOSDAQ,벤처기업부,1408,19,1.37,1401,1415,1387,554282,778428285,94434165760,67069720
064760,티씨케이,KOSDAQ GLOBAL,우량기업부,85000,300,0.35,86700,86700,84200,102141,8677701400,9.92375E+11,11675000
246710,티앤알바이오팹,KOSDAQ,기술성장기업부,10170,390,3.99,9970,10300,9310,46765,469539420,2.15598E+11,21199418
340570,티앤엘,KOSDAQ,우량기업부,44100,150,0.34,44800,44800,43300,46048,2020704700,3.58445E+11,8128000
043220,티에스넥스젠,KOSDAQ,중견기업부,503,1,0.2,510,514,500,166879,83926673,54726228477,108799659
277880,티에스아이,KOSDAQ,기술성장기업부,10980,780,7.65,10800,11020,10310,214408,2314619230,2.21315E+11,20156158
131290,티에스이,KOSDAQ GLOBAL,우량기업부,41300,550,1.35,41100,41600,40200,105090,4307049450,4.56837E+11,11061429
019180,티에이치엔,KOSPI,,3025,45,1.51,3035,3040,2960,91012,274548295,54450000000,18000000
425420,티에프이,KOSDAQ,벤처기업부,37600,500,1.35,36950,38300,34750,266126,9910693600,4.27926E+11,11381000
131100,티엔엔터테인먼트,KOSDAQ,중견기업부,1864,31,1.69,1841,1864,1841,37643,69529070,52281941728,28048252
356860,티엘비,KOSDAQ,우량기업부,24600,450,1.86,24400,24750,23800,210394,5112223850,2.41883E+11,9832630
062860,티엘아이,KOSDAQ,관리종목(소속부없음),5800,0,0,0,0,0,0,0,57261776000,9872720
413300,티엘엔지니어링,KONEX,일반기업부,3400,405,13.52,3400,3400,3400,1,3400,4221151000,1241515
363280,티와이홀딩스,KOSPI,,5580,70,1.27,5590,5610,5480,72972,404283790,2.81395E+11,50429268
36328K,티와이홀딩스우,KOSPI,,6690,170,2.61,6750,6820,6520,3820,25272650,8315763660,1243014
321550,티움바이오,KOSDAQ,기술성장기업부,6890,210,3.14,6750,7040,6730,67651,466453790,1.68684E+11,24482505
091810,티웨이항공,KOSPI,,2260,30,1.35,2300,2305,2230,581188,1310435465,4.53744E+11,200771551
004870,티웨이홀딩스,KOSPI,,459,9,2,450,464,447,331581,151029987,51229767087,111611693
425040,티이엠씨,KOSDAQ,기술성장기업부,33900,-100,-0.29,34900,35050,33900,98046,3363581150,3.60225E+11,10626114
104480,티케이케미칼,KOSDAQ,우량기업부,1896,82,4.52,1836,1896,1815,556564,1028130525,1.72338E+11,90895434
081150,티플랙스,KOSDAQ,우량기업부,3450,65,1.92,3410,3470,3385,143830,493774545,83725986900,24268402
130740,티피씨글로벌,KOSDAQ,중견기업부,2895,60,2.12,2895,2940,2840,145470,421691755,32645985705,11276679
217880,틸론,KONEX,일반기업부,3570,-30,-0.83,3600,3675,3515,3292,11714115,19148212650,5363645
084730,팅크웨어,KOSDAQ,우량기업부,15070,90,0.6,14990,15500,14650,116244,1749768450,1.67419E+11,11109424
058530,파나케이아,KOSDAQ,관리종목(소속부없음),1620,0,0,0,0,0,0,0,32527053360,20078428
440110,파두,KOSDAQ,기술성장기업부,33100,-450,-1.34,33900,34350,32300,1592390,52872256200,1.61146E+12,48684603
034230,파라다이스,KOSDAQ,중견기업부,14500,320,2.26,14400,14650,14260,786802,11360118310,1.33051E+12,91759075
033540,파라텍,KOSDAQ,중견기업부,805,27,3.47,777,819,777,184394,148229349,58906180095,73175379
388870,파로스아이바이오,KOSDAQ,기술성장기업부,12390,540,4.56,12780,13440,10920,2052528,25329249510,1.60066E+11,12918962
043200,파루,KOSDAQ,벤처기업부,675,12,1.81,664,679,657,136159,90813230,28217912625,41804315
214450,파마리서치,KOSDAQ GLOBAL,우량기업부,119600,1100,0.93,120000,121300,116000,81391,9636724900,1.23337E+12,10312470
217950,파마리서치바이오,KONEX,일반기업부,20700,200,0.98,20500,20700,20000,30,616250,84132893700,4064391
208340,파멥신,KOSDAQ,기술성장기업부,1115,-266,-19.26,1360,1371,1112,1636586,1881668956,29119384600,26116040
005690,파미셀,KOSPI,,6600,130,2.01,6600,6680,6340,168692,1111921310,3.96112E+11,60016964
177830,파버나인,KOSDAQ,우량기업부,3640,65,1.82,3585,3790,3545,309154,1138996960,52011060920,14288753
037070,파세코,KOSDAQ,우량기업부,10810,-70,-0.64,10930,11100,10790,55912,607926290,2.162E+11,20000000
150900,파수,KOSDAQ,벤처기업부,6770,-50,-0.73,6760,6830,6660,28453,190989330,78903821940,11654922
037030,파워넷,KOSDAQ,중견기업부,3160,-5,-0.16,3185,3195,3110,375051,1184675995,61689684320,19522052
047310,파워로직스,KOSDAQ,중견기업부,7010,200,2.94,6850,7070,6730,853444,5925241890,2.50194E+11,35691048
266870,파워풀엑스,KONEX,일반기업부,888,88,11,895,895,888,3,2672,5690907840,6408680
368770,파이버프로,KOSDAQ,벤처기업부,3270,-5,-0.15,3300,3340,3250,132502,433572270,1.07433E+11,32854225
170790,파이오링크,KOSDAQ,우량기업부,12650,40,0.32,12640,12720,12440,12161,152798700,86732574500,6856330
049120,파인디앤씨,KOSDAQ,중견기업부,1150,0,0,1150,1165,1150,5411,6231491,40215703550,34970177
038950,파인디지털,KOSDAQ,중견기업부,5000,10,0.2,5040,5070,4845,23731,118478915,51053825000,10210765
441270,파인엠텍,KOSDAQ,중견기업부,8650,-190,-2.15,8700,8900,8570,478338,4146143380,3.15041E+11,36420907
106240,파인테크닉스,KOSDAQ,우량기업부,1765,48,2.8,1718,1765,1704,57979,100286109,28104195605,15923057
131760,파인텍,KOSDAQ,중견기업부,948,-3,-0.32,946,963,940,85105,80715808,41173140684,43431583
065690,파커스,KOSDAQ,중견기업부,1454,23,1.61,1431,1455,1429,11744,16940086,20427727274,14049331
140860,파크시스템스,KOSDAQ,우량기업부,161700,9200,6.03,155000,162800,150600,88910,14177178800,1.12627E+12,6965159
091700,파트론,KOSDAQ GLOBAL,우량기업부,8770,110,1.27,8670,8800,8570,310932,2697807450,5.16713E+11,58918214
202960,판도라티비,KONEX,일반기업부,739,10,1.37,795,795,730,870,646600,8805615098,11915582
032800,판타지오,KOSDAQ,중견기업부,298,1,0.34,299,300,293,581409,172621284,35100017612,117785294
318010,팜스빌,KOSDAQ,중견기업부,8530,70,0.83,8460,8600,8410,2343,19923130,67637253140,7929338
036580,팜스코,KOSPI,,2980,75,2.58,2930,2985,2910,64186,188463670,1.09449E+11,36727943
027710,팜스토리,KOSDAQ,우량기업부,1676,9,0.54,1670,1685,1641,735428,1226925990,1.86734E+11,111416600
004720,팜젠사이언스,KOSPI,,5760,140,2.49,5700,5770,5620,66789,382575920,1.03694E+11,18002469
225590,패션플랫폼,KOSDAQ,벤처기업부,1386,13,0.95,1387,1399,1372,51700,71329155,36918484218,26636713
054300,팬스타엔터프라이즈,KOSDAQ,벤처기업부,692,2,0.29,694,703,686,355072,246173260,45973741064,66436042
068050,팬엔터테인먼트,KOSDAQ,중견기업부,3850,40,1.05,3830,3860,3790,99216,379435700,1.06622E+11,27694076
028670,팬오션,KOSPI,,4600,325,7.6,4420,4640,4415,6517639,29474042320,2.45902E+12,534569512
222110,팬젠,KOSDAQ,기술성장기업부,5080,80,1.6,5030,5100,4990,22269,112187060,54242360400,10677630
271830,팸텍,KOSDAQ,벤처기업부,3010,105,3.61,2895,3010,2895,63889,189862660,86455766460,28722846
010820,퍼스텍,KOSPI,,3465,-65,-1.84,3545,3545,3390,1019712,3516561760,1.68995E+11,48771938
016800,퍼시스,KOSPI,,29200,0,0,29200,29500,29200,743,21768550,3.358E+11,11500000
263750,펄어비스,KOSDAQ GLOBAL,우량기업부,51300,2650,5.45,50500,51300,48500,452174,22484976850,3.29591E+12,64247855
251970,펌텍코리아,KOSDAQ,우량기업부,25250,-150,-0.59,25900,25900,25050,89186,2268542800,3.131E+11,12400000
001020,페이퍼코리아,KOSPI,,747,16,2.19,738,750,731,32222,23876709,1.32954E+11,177983313
327610,펨토바이오메드,KONEX,일반기업부,7400,-100,-1.33,7600,7600,6670,988,6963240,62169412800,8401272
168360,펨트론,KOSDAQ,벤처기업부,19330,1100,6.03,18680,19420,17770,294566,5535487320,2.05751E+11,10644142
087010,펩트론,KOSDAQ,기술성장기업부,27900,-2500,-8.22,30400,30500,26250,1741984,48655981250,5.75489E+11,20626853
090080,평화산업,KOSPI,,1286,13,1.02,1279,1288,1273,117670,150824102,70604305074,54902259
010770,평화홀딩스,KOSPI,,3060,30,0.99,3020,3060,3005,21814,66255085,44753925960,14625466
119500,포메탈,KOSDAQ,중견기업부,3555,-5,-0.14,3580,3610,3535,52704,187781200,42116909760,11847232
389140,포바이포,KOSDAQ,벤처기업부,8910,370,4.33,9000,9100,8700,212899,1899019440,98662523850,11073235
022100,포스코DX,KOSDAQ GLOBAL,우량기업부,63500,13500,27,54900,64000,51700,16190004,9.52372E+11,9.65421E+12,152034729
058430,포스코스틸리온,KOSPI,,59400,8700,17.16,54800,60600,53300,783600,45248562500,3.564E+11,6000000
009520,포스코엠텍,KOSDAQ,우량기업부,28300,5850,26.06,24500,28500,24250,4476648,1.20321E+11,1.17849E+12,41642703
047050,포스코인터내셔널,KOSPI,,65200,11400,21.19,58800,65400,56800,6528158,4.06364E+11,1.14702E+13,175922788
003670,포스코퓨처엠,KOSPI,,349500,80500,29.93,320000,349500,307000,3293928,1.09811E+12,2.70734E+13,77463220
189690,포시에스,KOSDAQ,벤처기업부,3120,-50,-1.58,3120,3150,2990,3028167,9338271720,85244543280,27321969
318020,포인트모바일,KOSDAQ,관리종목(소속부없음),18100,0,0,0,0,0,0,0,2.29187E+11,12662272
256630,포인트엔지니어링,KOSDAQ,벤처기업부,1759,190,12.11,1570,1761,1570,157458,263908008,1.02017E+11,57997072
331380,포커스에이치엔에스,KOSDAQ,벤처기업부,2130,10,0.47,2145,2145,2105,82215,174750855,40573479660,19048582
234100,폴라리스세원,KOSDAQ,우량기업부,2035,15,0.74,2040,2060,1978,1197811,2422494520,1.10591E+11,54344248
041020,폴라리스오피스,KOSDAQ,벤처기업부,4865,130,2.75,4810,4945,4610,3236236,15371602750,2.41915E+11,49725498
114630,폴라리스우노,KOSDAQ,우량기업부,700,7,1.01,702,704,694,427271,298749674,44603945400,63719922
290720,푸드나무,KOSDAQ,중견기업부,8310,-40,-0.48,8350,8480,8260,39089,325724510,1.11379E+11,13403058
005670,푸드웰,KOSDAQ,우량기업부,4880,100,2.09,4790,4880,4790,15444,74571585,48800000000,10000000
094940,푸른기술,KOSDAQ,벤처기업부,8430,200,2.43,8300,8430,8230,219001,1833402860,70486483980,8361386
007330,푸른저축은행,KOSDAQ,우량기업부,8920,-20,-0.22,8860,9000,8810,63178,563107640,1.34539E+11,15082800
017810,풀무원,KOSPI,,10190,50,0.49,10280,10280,10100,45421,462523330,3.88448E+11,38120542
093380,풍강,KOSDAQ,중견기업부,3700,35,0.95,3665,3715,3635,33269,122261410,36553458100,9879313
023900,풍국주정,KOSDAQ,우량기업부,11200,50,0.45,11300,11550,11060,100006,1126549910,1.4112E+11,12600000
103140,풍산,KOSPI,,37050,350,0.95,37150,37150,36300,242917,8924083600,1.0383E+12,28024278
005810,풍산홀딩스,KOSPI,,34700,300,0.87,34550,34700,33950,24303,832255250,3.46949E+11,9998528
371950,풍원정밀,KOSDAQ,기술성장기업부,6440,130,2.06,6340,6550,6340,59350,383021020,1.35501E+11,21040488
370090,퓨런티어,KOSDAQ,기술성장기업부,30500,-150,-0.49,30900,31200,29600,250648,7595771000,2.49546E+11,8181830
445180,퓨릿,KOSDAQ,중견기업부,13500,110,0.82,13930,14180,13250,3300697,45276619620,2.26384E+11,16769188
341170,퓨쳐메디신,KONEX,일반기업부,8080,-20,-0.25,8100,8600,8000,3772,30419990,85108296400,10533205
220100,퓨쳐켐,KOSDAQ,기술성장기업부,9100,-160,-1.73,9400,9400,9010,276293,2524813440,2.0113E+11,22102155
035200,프럼파스트,KOSDAQ,벤처기업부,3450,-5,-0.14,3450,3480,3425,21433,73975360,33570535500,9730590
334970,프레스티지바이오로직스,KOSDAQ,기술성장기업부,4955,-105,-2.08,5060,5080,4940,232694,1160538985,3.0279E+11,61107969
950210,프레스티지바이오파마,KOSPI,,10350,310,3.09,10100,10380,9950,60547,619557690,6.21995E+11,60096155
321260,프로이천,KOSDAQ,벤처기업부,2730,95,3.61,2675,2740,2635,303347,818793310,76964389320,28192084
303360,프로테옴텍,KOSDAQ,기술성장기업부,2935,15,0.51,3000,3000,2850,11607,33915270,37787288525,12874715
053610,프로텍,KOSDAQ,우량기업부,49200,1100,2.29,48800,49450,47300,206819,10072998950,5.412E+11,11000000
377220,프롬바이오,KOSDAQ,기술성장기업부,6730,40,0.6,6710,6830,6620,51656,348226950,95263150000,14155000
335810,프리시젼바이오,KOSDAQ,기술성장기업부,5370,70,1.32,5390,5500,5240,18027,95775520,62370004620,11614526
053160,프리엠스,KOSDAQ,중견기업부,10650,830,8.45,9820,10650,9740,63833,662031340,63900000000,6000000
405000,플라즈맵,KOSDAQ,기술성장기업부,4780,270,5.99,4530,4785,4530,84622,396746320,92129930320,19274044
041590,플래스크,KOSDAQ,중견기업부,1067,-79,-6.89,1136,1143,1023,2004514,2166507441,1.40246E+11,131439863
367000,플래티어,KOSDAQ,벤처기업부,9230,230,2.56,8960,9250,8950,16923,154395850,77229320610,8367207
075130,플랜티넷,KOSDAQ,벤처기업부,2320,-15,-0.64,2335,2340,2290,67139,154997385,38563782400,16622320
222670,플럼라인생명과학,KONEX,일반기업부,6200,-160,-2.52,6360,6890,5800,4460,26579990,18847318000,3039890
009810,플레이그램,KOSPI,,582,18,3.19,564,583,562,265534,152536521,73768608834,126750187
237820,플레이디,KOSDAQ,중견기업부,4360,10,0.23,4400,4405,4325,28406,123852040,55926330400,12827140
023770,플레이위드,KOSDAQ,중견기업부,5800,-20,-0.34,5930,5930,5440,62657,356747500,50847556000,8766820
300080,플리토,KOSDAQ,기술성장기업부,25800,1800,7.5,25500,25800,24700,66962,1691831000,1.34984E+11,5231946
150440,피노텍,KONEX,일반기업부,994,0,0,0,0,0,0,0,9508019528,9565412
032580,피델릭스,KOSDAQ,중견기업부,1470,15,1.03,1473,1477,1435,969304,1411346248,48704134080,33132064
051380,피씨디렉트,KOSDAQ,중견기업부,6430,100,1.58,6340,6430,6240,63996,406304930,49318331480,7670036
241820,피씨엘,KOSDAQ,벤처기업부,2590,215,9.05,2375,2765,2375,450009,1156188215,1.33459E+11,51528708
237750,피앤씨테크,KOSDAQ,벤처기업부,5290,130,2.52,5170,5290,5160,26735,139088280,34367014000,6496600
319660,피에스케이,KOSDAQ GLOBAL,우량기업부,19290,390,2.06,19200,19400,18800,280369,5342957650,5.58768E+11,28966714
031980,피에스케이홀딩스,KOSDAQ,우량기업부,32500,1650,5.35,31500,32900,30050,384947,12189669450,7.00778E+11,21562395
002230,피에스텍,KOSDAQ,중견기업부,4025,60,1.51,4005,4035,3965,3701,14814445,77966958825,19370673
057880,피에이치씨,KOSDAQ,관리종목(소속부없음),1740,0,0,0,0,0,0,0,2.06725E+11,118807375
043370,피에이치에이,KOSDAQ,우량기업부,9620,320,3.44,9350,9700,9340,22400,213899000,2.0202E+11,21000000
239890,피엔에이치테크,KOSDAQ,기술성장기업부,22400,500,2.28,22050,22650,21850,93456,2083226200,2.06229E+11,9206632
347740,피엔케이피부임상연구센타,KOSDAQ,중견기업부,2435,55,2.31,2390,2460,2360,44799,108643540,73075752560,30010576
137400,피엔티,KOSDAQ GLOBAL,우량기업부,57700,5500,10.54,55500,57900,53900,604162,34202129600,1.31217E+12,22741198
257370,피엔티엠에스,KOSDAQ,관리종목(소속부없음),9210,0,0,0,0,0,0,0,92999789370,10097697
147760,피엠티,KOSDAQ,벤처기업부,5220,-150,-2.79,5370,5390,5100,57128,297947690,56479700520,10819866
128660,피제이메탈,KOSDAQ,중견기업부,3870,65,1.71,3805,3885,3785,120510,464289870,95989038030,24803369
006140,피제이전자,KOSDAQ,우량기업부,6180,180,3,6130,6180,6000,33103,201933240,92700000000,15000000
376180,피코그램,KOSDAQ,벤처기업부,4740,105,2.27,4645,4770,4585,80448,378433305,87295906920,18416858
304840,피플바이오,KOSDAQ,기술성장기업부,3525,85,2.47,3440,3635,3300,327492,1159014585,61979676675,17582887
062970,피피아이,KOSDAQ,중견기업부,2345,45,1.96,2340,2380,2305,33805,79168050,21827693825,9308185
087600,픽셀플러스,KOSDAQ,벤처기업부,6070,130,2.19,6000,6100,5930,26934,162406980,49571007060,8166558
291810,핀텔,KOSDAQ,기술성장기업부,4620,105,2.33,4615,4640,4535,31941,146656870,52408873440,11343912
378340,필에너지,KOSDAQ,중견기업부,20250,1880,10.23,19040,20900,19000,865687,17281889870,4.2948E+11,21208882
161580,필옵틱스,KOSDAQ,중견기업부,9830,580,6.27,9400,9990,9400,247304,2415464460,2.28957E+11,23291643
347770,핌스,KOSDAQ,벤처기업부,4085,130,3.29,4030,4105,3955,73584,297519210,93371016570,22857042
163730,핑거,KOSDAQ,우량기업부,8860,60,0.68,8810,9000,8740,33055,293326830,82763661060,9341271
417180,핑거스토리,KOSDAQ,중견기업부,3015,70,2.38,2980,3055,2945,54156,163107395,40227269670,13342378
446750,하나26호스팩,KOSDAQ,SPAC(소속부없음),2040,-15,-0.73,2035,2060,2035,10369,21206105,12301200000,6030000
448370,하나27호스팩,KOSDAQ,SPAC(소속부없음),2025,0,0,2035,2035,2025,7593,15387390,11380500000,5620000
454750,하나28호스팩,KOSDAQ,SPAC(소속부없음),2005,5,0.25,2000,2005,1995,12905,25798761,14440010000,7202000
454640,하나29호스팩,KOSDAQ,SPAC(소속부없음),2060,-5,-0.24,2070,2070,2040,4870,9951080,11126060000,5401000
406760,하나금융21호스팩,KOSDAQ,SPAC(소속부없음),2055,-10,-0.48,2065,2080,2035,10178,20888490,15227550000,7410000
418170,하나금융22호스팩,KOSDAQ,SPAC(소속부없음),2090,0,0,2070,2090,2070,1713,3552935,12560900000,6010000
427950,하나금융23호스팩,KOSDAQ,SPAC(소속부없음),3035,-50,-1.62,3055,3245,2850,482768,1473560100,14659050000,4830000
430230,하나금융24호스팩,KOSDAQ,SPAC(소속부없음),2095,0,0,2070,2140,2065,8626,17990370,16768380000,8004000
435620,하나금융25호스팩,KOSDAQ,SPAC(소속부없음),9760,0,0,0,0,0,0,0,41987520000,4302000
086790,하나금융지주,KOSPI,,42250,2000,4.97,40650,42250,40250,1358188,55634842550,1.23521E+13,292356598
299030,하나기술,KOSDAQ,벤처기업부,80100,9700,13.78,75000,82100,73300,507498,39677854100,6.53665E+11,8160607
067310,하나마이크론,KOSDAQ GLOBAL,우량기업부,31250,1900,6.47,30450,32250,29400,8829973,2.7544E+11,1.49756E+12,47921854
372290,하나머스트7호스팩,KOSDAQ,SPAC(소속부없음),2405,0,0,0,0,0,0,0,10351120000,4304000
166090,하나머티리얼즈,KOSDAQ GLOBAL,우량기업부,52100,1900,3.78,51100,52100,50000,180726,9286473900,1.02911E+12,19752674
293480,하나제약,KOSPI,,13670,10,0.07,13740,13840,13660,40950,561294120,2.42956E+11,17772946
039130,하나투어,KOSPI,,46300,1750,3.93,45100,46400,45050,82124,3761272100,7.42614E+11,16039185
136480,하림,KOSDAQ,우량기업부,2885,30,1.05,2870,2895,2820,903045,2587005230,3.06415E+11,106209702
003380,하림지주,KOSDAQ GLOBAL,우량기업부,6940,120,1.76,6900,6940,6730,449712,3084042000,7.77319E+11,112005621
101670,하이드로리튬,KOSDAQ,벤처기업부,14070,2980,26.87,11900,14410,11620,5524508,75897995600,3.1423E+11,22333351
365590,하이딥,KOSDAQ,기술성장기업부,1759,41,2.39,1721,1764,1701,680371,1173884308,2.47524E+11,140718430
149980,하이로닉,KOSDAQ,벤처기업부,9040,380,4.39,8660,9080,8660,193664,1716029790,1.38667E+11,15339233
013030,하이록코리아,KOSDAQ,우량기업부,24750,250,1.02,24750,25150,24200,58017,1427909800,3.18187E+11,12856050
352820,하이브,KOSPI,,227500,11500,5.32,222500,227500,217000,347270,77792284500,9.47585E+12,41652097
126700,하이비젼시스템,KOSDAQ,우량기업부,19130,220,1.16,19060,19230,18910,123290,2354439200,2.85843E+11,14942112
106080,하이소닉,KOSDAQ,중견기업부,7440,470,6.74,7000,7470,6970,31881,229282970,1.12019E+11,15056315
071090,하이스틸,KOSPI,,3470,80,2.36,3440,3475,3400,218174,751671600,70064404370,20191471
377400,하이제6호스팩,KOSDAQ,SPAC(소속부없음),2005,-15,-0.74,2025,2040,1995,42265,84927429,10842037500,5407500
400840,하이제7호스팩,KOSDAQ,SPAC(소속부없음),2040,-5,-0.24,2045,2060,2035,25325,51690055,10444800000,5120000
450050,하이제8호스팩,KOSDAQ,SPAC(소속부없음),2065,-15,-0.72,2065,2075,2065,2067,4272280,10353910000,5014000
221840,하이즈항공,KOSDAQ,중견기업부,3050,-65,-2.09,3115,3160,3040,24812,77115120,57036711050,18700561
106190,하이텍팜,KOSDAQ,중견기업부,14070,80,0.57,14000,14600,14000,3044,43113930,99739162740,7088782
019490,하이트론,KOSPI,,1666,-155,-8.51,1725,1800,1588,542519,909302455,46000299184,27611224
000080,하이트진로,KOSPI,,21400,550,2.64,21500,21500,20800,342906,7252808450,1.50086E+12,70133611
000087,하이트진로2우B,KOSPI,,15170,70,0.46,15100,15190,15000,945,14286010,17144193460,1130138
000140,하이트진로홀딩스,KOSPI,,8750,120,1.39,8670,8800,8640,12675,110291600,2.03059E+11,23206765
000145,하이트진로홀딩스우,KOSPI,,11900,180,1.54,11940,11940,11510,121,1428940,5602639000,470810
373200,하인크코리아,KOSDAQ,벤처기업부,6940,-250,-3.48,7180,7190,6850,323964,2259448500,1.31353E+11,18927000
066130,하츠,KOSDAQ,우량기업부,5370,270,5.29,5130,5380,5100,92639,486513450,68736000000,12800000
152550,한국ANKOR유전,KOSPI,,376,-15,-3.84,390,390,352,9679270,3584515733,26327520000,70020000
004590,한국가구,KOSDAQ,중견기업부,4025,20,0.5,4020,4055,3995,17888,71729450,60375000000,15000000
036460,한국가스공사,KOSPI,,23750,850,3.71,23150,23750,23000,262797,6169306700,2.19243E+12,92313000
039340,한국경제TV,KOSDAQ,우량기업부,5640,140,2.55,5490,5640,5470,38503,212950100,1.2972E+11,23000000
005430,한국공항,KOSPI,,40300,-600,-1.47,40600,41100,40050,5042,203995900,1.27604E+11,3166355
071050,한국금융지주,KOSPI,,58500,4300,7.93,55000,58500,55000,311261,17822426900,3.25997E+12,55725992
071055,한국금융지주우,KOSPI,,41900,1150,2.82,41850,42100,40950,25541,1062751950,2.45461E+11,5858251
034950,한국기업평가,KOSDAQ,우량기업부,77800,400,0.52,77400,77800,77000,1764,136498300,3.53252E+11,4540514
010040,한국내화,KOSPI,,2850,40,1.42,2815,2855,2805,34763,98413270,1.17041E+11,41067062
025540,한국단자,KOSPI,,69500,-2200,-3.07,71700,72000,67800,91443,6327351100,7.23843E+11,10415000
222980,한국맥널티,KOSDAQ,벤처기업부,4250,10,0.24,4240,4285,4200,56616,239859455,46883802750,11031483
010100,한국무브넥스,KOSPI,,8580,-170,-1.94,8650,8820,8310,889329,7598532880,2.61265E+11,30450420
331660,한국미라클피플사,KONEX,일반기업부,15500,0,0,0,0,0,0,0,17050000000,1100000
256840,한국비엔씨,KOSDAQ,벤처기업부,3475,175,5.3,3300,3480,3300,450546,1537090165,2.35996E+11,67912443
004090,한국석유,KOSPI,,14200,-1190,-7.73,14500,14900,13640,1438251,20307265800,1.80257E+11,12694120
025550,한국선재,KOSDAQ,우량기업부,4060,25,0.62,4070,4105,4020,102676,415949905,97071343880,23909198
002200,한국수출포장,KOSPI,,2780,25,0.91,2765,2790,2740,34151,94379055,1.112E+11,40000000
002960,한국쉘석유,KOSPI,,232500,0,0,232500,234500,231500,1484,344561500,3.0225E+11,1300000
017890,한국알콜,KOSDAQ,우량기업부,13410,1710,14.62,12860,14750,12800,10438017,1.44278E+11,2.89733E+11,21605760
000240,한국앤컴퍼니,KOSPI,,14250,450,3.26,13830,14400,13750,639468,8975074990,1.35283E+12,94935240
080720,한국유니온제약,KOSDAQ,벤처기업부,4780,200,4.37,4475,4780,4475,9932,46222195,37779819840,7903728
123890,한국자산신탁,KOSPI,,3300,45,1.38,3265,3310,3250,149646,491492435,4.09127E+11,123977752
015760,한국전력,KOSPI,,17100,640,3.89,16660,17100,16590,1414516,23859239580,1.09776E+13,641964077
063570,한국전자금융,KOSDAQ,우량기업부,5850,70,1.21,5840,5900,5760,69296,403909230,1.99764E+11,34147728
041460,한국전자인증,KOSDAQ,중견기업부,3950,70,1.8,3905,3955,3890,106865,420481190,75050000000,19000000
006200,한국전자홀딩스,KOSPI,,920,33,3.72,900,920,900,67648,61676994,43058885120,46803136
101680,한국정밀기계,KOSDAQ,중견기업부,2535,15,0.6,2520,2565,2520,4778,12082875,21304140000,8404000
039740,한국정보공학,KOSDAQ,중견기업부,2975,25,0.85,2970,2990,2900,18190,53267010,23854731075,8018397
053300,한국정보인증,KOSDAQ,우량기업부,4570,110,2.47,4510,4590,4500,70409,320412335,1.90918E+11,41776331
025770,한국정보통신,KOSDAQ,우량기업부,8980,100,1.13,8880,8980,8610,44800,395237740,3.3625E+11,37444271
436610,한국제11호스팩,KOSDAQ,SPAC(소속부없음),2060,5,0.24,2055,2070,2055,10152,20901075,12401200000,6020000
458610,한국제12호스팩,KOSDAQ,SPAC(소속부없음),2070,-10,-0.48,2080,2080,2060,3574,7392380,8756100000,4230000
027970,한국제지,KOSPI,,1161,-4,-0.34,1165,1179,1147,78565,90780710,2.20797E+11,190178237
023350,한국종합기술,KOSPI,,5710,10,0.18,5730,5740,5630,50338,286159480,62524500000,10950000
025890,한국주강,KOSPI,,2620,20,0.77,2660,2660,2600,18853,49512415,29630258580,11309259
000970,한국주철관,KOSPI,,6470,30,0.47,6460,6550,6380,28565,184743560,1.47519E+11,22800500
104700,한국철강,KOSPI,,6360,60,0.95,6310,6440,6290,36789,233028630,2.69982E+11,42450000
017960,한국카본,KOSPI,,12330,40,0.33,12400,12420,12200,194072,2385633330,6.40031E+11,51908452
023760,한국캐피탈,KOSDAQ,우량기업부,541,3,0.56,540,542,538,145772,78657262,1.70745E+11,315609576
054040,한국컴퓨터,KOSDAQ,우량기업부,6030,-120,-1.95,6110,6160,5970,253895,1530294040,96909878700,16071290
161890,한국콜마,KOSPI,,51600,-500,-0.96,52200,52500,50600,228011,11656361000,1.18067E+12,22881180
024720,한국콜마홀딩스,KOSPI,,6890,10,0.15,6980,7000,6860,26179,180845980,1.26671E+11,18384760
021650,한국큐빅,KOSDAQ,중견기업부,3220,15,0.47,3245,3250,3205,54126,174783660,52648812860,16350563
161390,한국타이어앤테크놀로지,KOSPI,,45000,3000,7.14,42050,45000,41750,393670,17077108550,5.57438E+12,123875069
053590,한국테크놀로지,KOSDAQ,투자주의환기종목(소속부없음),334,0,0,0,0,0,0,0,52484809098,157140147
034830,한국토지신탁,KOSPI,,1188,20,1.71,1176,1188,1173,373992,442238551,2.99957E+11,252489230
007280,한국특강,KOSPI,,1870,10,0.54,1880,1900,1863,23289,43679743,1.13303E+11,60589598
032300,한국파마,KOSDAQ,우량기업부,18010,510,2.91,17770,18300,17510,61067,1094609100,1.9643E+11,10906701
168490,한국패러랠,KOSPI,,1485,-14,-0.93,1498,1498,1485,73882,109947497,1.1883E+11,80020000
037230,한국팩키지,KOSDAQ,중견기업부,1975,39,2.01,1956,1975,1929,21509,42069345,58855645825,29800327
448900,한국피아이엠,KONEX,일반기업부,12980,0,0,0,0,0,0,0,50115780000,3861000
047810,한국항공우주,KOSPI,,49050,750,1.55,49900,49950,48050,618618,30048863500,4.78115E+12,97475107
